time,temperature_2m (°C),rain (mm),snowfall (cm),snowfall_height (m),sunshine_duration (s),wind_speed_10m (km/h),direct_normal_irradiance (W/m²),direct_normal_irradiance_instant (W/m²),precipitation (mm),weather_code (wmo code),is_day (),relative_humidity_2m (%)
2024-05-23T16:00,19.2,0.00,0.00,2040.00,900.00,12.4,679.8,665.0,0.00,3,1,63
2024-05-23T16:15,19.1,0.00,0.00,2010.00,900.00,12.0,629.9,614.8,0.00,3,1,63
2024-05-23T16:30,19.1,0.00,0.00,1970.00,900.00,11.6,583.2,567.7,0.00,2,1,63
2024-05-23T16:45,19.0,0.00,0.00,1940.00,900.00,11.2,564.0,547.6,0.00,1,1,64
2024-05-23T17:00,18.9,0.00,0.00,1900.00,900.00,10.8,564.2,546.1,0.00,1,1,64
2024-05-23T17:15,18.8,0.00,0.00,1920.00,900.00,10.4,571.6,551.5,0.00,1,1,64
2024-05-23T17:30,18.7,0.00,0.00,1940.00,900.00,10.2,570.7,548.5,0.00,1,1,64
2024-05-23T17:45,18.5,0.00,0.00,1950.00,900.00,9.9,545.4,521.8,0.00,1,1,64
2024-05-23T18:00,18.4,0.00,0.00,1970.00,900.00,9.6,501.0,477.0,0.00,1,1,65
2024-05-23T18:15,18.1,0.00,0.00,1970.00,900.00,9.5,445.1,421.2,0.00,1,1,66
2024-05-23T18:30,17.9,0.00,0.00,1980.00,900.00,9.3,385.8,362.4,0.00,1,1,67
2024-05-23T18:45,17.6,0.00,0.00,1980.00,900.00,9.1,335.4,312.3,0.00,2,1,68
2024-05-23T19:00,17.2,0.00,0.00,1980.00,900.00,8.5,285.5,262.7,0.00,2,1,70
2024-05-23T19:15,16.9,0.00,0.00,1990.00,900.00,7.0,231.2,209.4,0.00,2,1,73
2024-05-23T19:30,16.6,0.00,0.00,2000.00,900.00,4.9,187.7,166.2,0.00,3,1,76
2024-05-23T19:45,16.2,0.00,0.00,2000.00,608.67,3.9,141.2,120.5,0.00,3,1,80
2024-05-23T20:00,15.8,0.00,0.00,2010.00,290.59,3.6,99.2,79.0,0.00,3,1,83
2024-05-23T20:15,15.3,0.00,0.00,2050.00,0.00,3.4,55.2,27.8,0.00,3,1,86
2024-05-23T20:30,14.8,0.00,0.00,2080.00,0.00,4.6,18.4,0.6,0.00,3,1,87
2024-05-23T20:45,14.2,0.00,0.00,2120.00,0.00,6.9,0.0,0.0,0.00,3,0,88
2024-05-23T21:00,13.9,0.00,0.00,2150.00,0.00,8.4,0.0,0.0,0.00,3,0,89
2024-05-23T21:15,13.6,0.00,0.00,2140.00,0.00,8.5,0.0,0.0,0.00,3,0,90
2024-05-23T21:30,13.5,0.00,0.00,2130.00,0.00,8.0,0.0,0.0,0.00,3,0,91
2024-05-23T21:45,13.4,0.00,0.00,2110.00,0.00,7.0,0.0,0.0,0.00,3,0,91
2024-05-23T22:00,13.2,0.00,0.00,2100.00,0.00,6.4,0.0,0.0,0.00,3,0,91
2024-05-23T22:15,12.9,0.00,0.00,2080.00,0.00,6.2,0.0,0.0,0.00,3,0,92
2024-05-23T22:30,12.6,0.00,0.00,2050.00,0.00,6.1,0.0,0.0,0.00,3,0,92
2024-05-23T22:45,12.2,0.00,0.00,2030.00,0.00,6.1,0.0,0.0,0.00,3,0,94
2024-05-23T23:00,11.9,0.00,0.00,2000.00,0.00,6.1,0.0,0.0,0.00,3,0,94
2024-05-23T23:15,11.7,0.00,0.00,2000.00,0.00,6.2,0.0,0.0,0.00,3,0,95
2024-05-23T23:30,11.5,0.00,0.00,1990.00,0.00,6.2,0.0,0.0,0.00,3,0,95
2024-05-23T23:45,11.4,0.00,0.00,1990.00,0.00,6.3,0.0,0.0,0.00,3,0,95
2024-05-24T00:00,11.3,0.00,0.00,1980.00,0.00,6.3,0.0,0.0,0.00,3,0,95
2024-05-24T00:15,11.2,0.00,0.00,1980.00,0.00,6.1,0.0,0.0,0.00,3,0,95
2024-05-24T00:30,11.2,0.00,0.00,1990.00,0.00,6.0,0.0,0.0,0.00,3,0,95
2024-05-24T00:45,11.2,0.00,0.00,1990.00,0.00,5.7,0.0,0.0,0.00,3,0,95
2024-05-24T01:00,11.3,0.00,0.00,1990.00,0.00,5.8,0.0,0.0,0.00,3,0,95
2024-05-24T01:15,11.6,0.00,0.00,1990.00,0.00,6.0,0.0,0.0,0.00,3,0,95
2024-05-24T01:30,11.9,0.00,0.00,1990.00,0.00,6.4,0.0,0.0,0.00,3,0,94
2024-05-24T01:45,12.2,0.00,0.00,1990.00,0.00,6.6,0.0,0.0,0.00,3,0,93
2024-05-24T02:00,12.4,0.00,0.00,1990.00,0.00,7.1,0.0,0.0,0.00,3,0,93
2024-05-24T02:15,12.4,0.00,0.00,1990.00,0.00,7.8,0.0,0.0,0.00,3,0,93
2024-05-24T02:30,12.4,0.00,0.00,1990.00,0.00,8.7,0.0,0.0,0.00,3,0,93
2024-05-24T02:45,12.3,0.00,0.00,1980.00,0.00,9.6,0.0,0.0,0.00,3,0,94
2024-05-24T03:00,12.2,0.00,0.00,1980.00,0.00,9.9,0.0,0.0,0.00,3,0,94
2024-05-24T03:15,12.1,0.00,0.00,1970.00,0.00,9.7,0.0,0.0,0.00,3,0,95
2024-05-24T03:30,12.1,0.00,0.00,1970.00,0.00,9.2,0.0,0.0,0.00,3,0,95
2024-05-24T03:45,12.1,0.00,0.00,1960.00,0.00,8.5,0.0,0.0,0.00,3,0,95
2024-05-24T04:00,11.9,0.00,0.00,1950.00,0.00,7.9,0.0,0.0,0.00,3,0,95
2024-05-24T04:15,11.8,0.00,0.00,1950.00,0.00,7.2,0.0,0.0,0.00,3,0,96
2024-05-24T04:30,11.6,0.00,0.00,1950.00,0.00,6.4,0.0,0.0,0.00,3,0,96
2024-05-24T04:45,11.5,0.00,0.00,1950.00,0.00,5.6,0.0,0.0,0.00,3,1,97
2024-05-24T05:00,11.4,0.00,0.00,1950.00,0.00,5.2,0.0,0.0,0.00,3,1,97
2024-05-24T05:15,11.6,0.00,0.00,1940.00,0.00,5.1,14.7,13.7,0.00,3,1,97
2024-05-24T05:30,11.7,0.00,0.00,1940.00,0.00,5.2,11.6,13.4,0.00,3,1,97
2024-05-24T05:45,11.9,0.00,0.00,1930.00,0.00,5.5,16.9,19.6,0.00,3,1,96
2024-05-24T06:00,12.1,0.00,0.00,1920.00,0.00,5.6,19.3,21.6,0.00,3,1,95
2024-05-24T06:15,12.4,0.00,0.00,1930.00,0.00,5.7,15.5,17.0,0.00,3,1,95
2024-05-24T06:30,12.6,0.00,0.00,1930.00,0.00,5.7,17.2,18.6,0.00,3,1,94
2024-05-24T06:45,12.9,0.00,0.00,1940.00,0.00,5.4,22.2,23.7,0.00,3,1,93
2024-05-24T07:00,13.1,0.00,0.00,1940.00,0.00,5.2,35.5,37.8,0.00,3,1,92
2024-05-24T07:15,13.4,0.00,0.00,1940.00,0.00,4.6,46.0,48.5,0.00,3,1,92
2024-05-24T07:30,13.6,0.00,0.00,1940.00,0.00,4.0,57.0,59.8,0.00,3,1,91
2024-05-24T07:45,13.9,0.00,0.00,1930.00,27.90,3.4,63.7,66.5,0.00,3,1,89
2024-05-24T08:00,14.1,0.00,0.00,1930.00,54.59,3.1,67.3,69.9,0.00,3,1,88
2024-05-24T08:15,14.4,0.00,0.00,1940.00,63.05,2.6,68.4,70.9,0.00,3,1,87
2024-05-24T08:30,14.6,0.00,0.00,1950.00,57.20,2.3,67.6,69.8,0.00,3,1,86
2024-05-24T08:45,14.9,0.00,0.00,1950.00,79.52,2.1,70.6,72.7,0.00,3,1,84
2024-05-24T09:00,15.1,0.00,0.00,1960.00,87.93,2.2,71.7,73.6,0.00,3,1,83
2024-05-24T09:15,15.3,0.00,0.00,1980.00,108.54,2.4,74.5,76.3,0.00,3,1,82
2024-05-24T09:30,15.5,0.00,0.00,2000.00,117.17,2.8,75.6,77.3,0.00,3,1,82
2024-05-24T09:45,15.7,0.00,0.00,2020.00,137.30,3.3,78.3,79.9,0.00,3,1,81
2024-05-24T10:00,15.9,0.00,0.00,2040.00,167.81,3.8,82.4,83.8,0.00,3,1,80
2024-05-24T10:15,16.1,0.10,0.00,2040.00,187.64,4.1,85.0,86.4,0.10,51,1,80
2024-05-24T10:30,16.2,0.10,0.00,2050.00,207.91,4.1,87.7,88.9,0.10,51,1,79
2024-05-24T10:45,16.5,0.10,0.00,2050.00,209.67,4.1,88.0,89.0,0.10,51,1,79
2024-05-24T11:00,16.6,0.10,0.00,2050.00,194.46,4.1,85.9,86.8,0.10,51,1,79
2024-05-24T11:15,16.8,0.10,0.00,2050.00,181.67,4.0,84.2,85.0,0.10,51,1,78
2024-05-24T11:30,17.0,0.10,0.00,2050.00,153.10,3.9,80.4,81.0,0.10,51,1,78
2024-05-24T11:45,17.1,0.10,0.00,2050.00,127.10,3.9,76.9,77.4,0.10,51,1,78
2024-05-24T12:00,17.1,0.10,0.00,2050.00,94.58,4.3,72.6,72.9,0.10,51,1,78
2024-05-24T12:15,17.1,0.30,0.00,2010.00,64.22,5.5,68.6,68.8,0.30,55,1,78
2024-05-24T12:30,17.0,0.30,0.00,1960.00,18.39,7.0,62.5,62.5,0.30,55,1,78
2024-05-24T12:45,16.9,0.30,0.00,1920.00,0.00,8.6,54.3,54.3,0.30,55,1,79
2024-05-24T13:00,16.7,0.30,0.00,1870.00,0.00,9.2,42.8,42.7,0.30,55,1,79
2024-05-24T13:15,16.4,0.20,0.00,1870.00,0.00,8.8,30.2,30.1,0.20,53,1,81
2024-05-24T13:30,15.9,0.20,0.00,1880.00,0.00,7.9,21.0,20.9,0.20,53,1,83
2024-05-24T13:45,15.6,0.20,0.00,1880.00,0.00,6.8,18.9,18.8,0.20,53,1,86
2024-05-24T14:00,15.4,0.20,0.00,1880.00,0.00,5.9,23.9,23.7,0.20,53,1,87
2024-05-24T14:15,15.4,0.10,0.00,1900.00,0.00,5.4,32.8,32.5,0.10,51,1,86
2024-05-24T14:30,15.6,0.10,0.00,1920.00,0.00,4.9,43.3,42.9,0.10,51,1,86
2024-05-24T14:45,15.8,0.10,0.00,1930.00,0.00,4.7,54.4,53.8,0.10,51,1,84
2024-05-24T15:00,16.0,0.10,0.00,1950.00,36.92,4.8,64.9,64.0,0.10,51,1,82
2024-05-24T15:15,16.1,0.10,0.00,1950.00,121.53,5.4,76.2,75.0,0.10,51,1,81
2024-05-24T15:30,16.3,0.10,0.00,1940.00,213.15,6.2,88.4,86.9,0.10,51,1,78
2024-05-24T15:45,16.5,0.10,0.00,1940.00,291.69,7.1,98.9,97.0,0.10,51,1,76
2024-05-24T16:00,16.5,0.10,0.00,1930.00,333.76,8.0,104.5,102.2,0.10,51,1,75
2024-05-24T16:15,16.5,0.10,0.00,1920.00,393.38,8.8,112.5,109.8,0.10,51,1,75
2024-05-24T16:30,16.4,0.10,0.00,1900.00,510.34,9.7,128.0,124.7,0.10,51,1,76
2024-05-24T16:45,16.2,0.10,0.00,1890.00,798.65,10.4,166.5,161.7,0.10,51,1,77
2024-05-24T17:00,16.0,0.10,0.00,1870.00,900.00,11.2,232.1,224.7,0.10,51,1,78
2024-05-24T17:15,15.9,0.10,0.00,1920.00,900.00,11.7,305.2,294.5,0.10,51,1,78
2024-05-24T17:30,15.9,0.10,0.00,1980.00,900.00,12.5,358.1,344.3,0.10,51,1,78
2024-05-24T17:45,15.7,0.10,0.00,2030.00,900.00,12.9,370.0,354.2,0.10,51,1,78
2024-05-24T18:00,15.6,0.10,0.00,2080.00,900.00,13.2,337.0,320.9,0.10,51,1,79
2024-05-24T18:15,15.4,0.00,0.00,2100.00,900.00,13.1,286.4,271.1,0.00,2,1,80
2024-05-24T18:30,15.4,0.00,0.00,2110.00,900.00,12.7,239.6,225.2,0.00,2,1,81
2024-05-24T18:45,15.2,0.00,0.00,2130.00,900.00,12.5,219.2,204.2,0.00,1,1,82
2024-05-24T19:00,15.0,0.00,0.00,2140.00,900.00,12.2,221.0,203.6,0.00,1,1,84
2024-05-24T19:15,14.8,0.00,0.00,2140.00,900.00,12.4,228.2,207.0,0.00,0,1,86
2024-05-24T19:30,14.4,0.00,0.00,2140.00,900.00,12.7,226.4,200.9,0.00,1,1,88
2024-05-24T19:45,14.1,0.00,0.00,2130.00,900.00,12.9,207.3,177.6,0.00,1,1,90
2024-05-24T20:00,13.9,0.00,0.00,2130.00,755.90,12.9,160.8,129.3,0.00,1,1,92
2024-05-24T20:15,13.5,0.00,0.00,2140.00,10.59,12.4,81.2,43.2,0.00,1,1,93
2024-05-24T20:30,13.1,0.00,0.00,2160.00,0.00,11.5,17.9,1.5,0.00,2,1,95
2024-05-24T20:45,12.9,0.00,0.00,2170.00,0.00,10.6,0.0,0.0,0.00,2,0,95
2024-05-24T21:00,12.6,0.00,0.00,2180.00,0.00,10.0,0.0,0.0,0.00,2,0,96
2024-05-24T21:15,12.4,0.00,0.00,2170.00,0.00,9.5,0.0,0.0,0.00,2,0,96
2024-05-24T21:30,12.1,0.00,0.00,2170.00,0.00,9.4,0.0,0.0,0.00,3,0,97
2024-05-24T21:45,12.1,0.00,0.00,2160.00,0.00,9.3,0.0,0.0,0.00,3,0,96
2024-05-24T22:00,11.9,0.00,0.00,2150.00,0.00,9.3,0.0,0.0,0.00,3,0,96
2024-05-24T22:15,11.8,0.00,0.00,2170.00,0.00,9.4,0.0,0.0,0.00,3,0,96
2024-05-24T22:30,11.6,0.00,0.00,2180.00,0.00,9.5,0.0,0.0,0.00,3,0,97
2024-05-24T22:45,11.6,0.00,0.00,2200.00,0.00,9.4,0.0,0.0,0.00,3,0,96
2024-05-24T23:00,11.5,0.00,0.00,2210.00,0.00,9.6,0.0,0.0,0.00,3,0,97
2024-05-24T23:15,11.4,0.00,0.00,2200.00,0.00,9.6,0.0,0.0,0.00,3,0,97
2024-05-24T23:30,11.4,0.00,0.00,2190.00,0.00,9.6,0.0,0.0,0.00,3,0,97
2024-05-24T23:45,11.4,0.00,0.00,2180.00,0.00,9.7,0.0,0.0,0.00,3,0,97
2024-05-25T00:00,11.4,0.00,0.00,2170.00,0.00,9.8,0.0,0.0,0.00,3,0,97
2024-05-25T00:15,11.4,0.20,0.00,2170.00,0.00,10.1,0.0,0.0,0.20,53,0,97
2024-05-25T00:30,11.4,0.20,0.00,2180.00,0.00,10.6,0.0,0.0,0.20,53,0,96
2024-05-25T00:45,11.4,0.20,0.00,2180.00,0.00,11.2,0.0,0.0,0.20,53,0,96
2024-05-25T01:00,11.4,0.20,0.00,2180.00,0.00,11.5,0.0,0.0,0.20,53,0,96
2024-05-25T01:15,11.4,0.20,0.00,2180.00,0.00,12.1,0.0,0.0,0.20,53,0,96
2024-05-25T01:30,11.3,0.20,0.00,2170.00,0.00,12.4,0.0,0.0,0.20,53,0,96
2024-05-25T01:45,11.2,0.20,0.00,2170.00,0.00,12.8,0.0,0.0,0.20,53,0,97
2024-05-25T02:00,11.2,0.20,0.00,2160.00,0.00,13.0,0.0,0.0,0.20,53,0,97
2024-05-25T02:15,11.2,0.30,0.00,2150.00,0.00,12.8,0.0,0.0,0.30,55,0,97
2024-05-25T02:30,11.2,0.30,0.00,2130.00,0.00,12.3,0.0,0.0,0.30,55,0,97
2024-05-25T02:45,11.2,0.30,0.00,2120.00,0.00,11.8,0.0,0.0,0.30,55,0,97
2024-05-25T03:00,11.2,0.30,0.00,2100.00,0.00,11.8,0.0,0.0,0.30,55,0,97
2024-05-25T03:15,11.2,0.60,0.00,2130.00,0.00,12.0,0.0,0.0,0.60,61,0,97
2024-05-25T03:30,11.2,0.60,0.00,2150.00,0.00,12.6,0.0,0.0,0.60,61,0,97
2024-05-25T03:45,11.1,0.60,0.00,2180.00,0.00,13.1,0.0,0.0,0.60,61,0,97
2024-05-25T04:00,11.1,0.60,0.00,2200.00,0.00,13.6,0.0,0.0,0.60,61,0,97
2024-05-25T04:15,11.1,0.20,0.00,2180.00,0.00,14.1,0.0,0.0,0.20,53,0,97
2024-05-25T04:30,11.1,0.20,0.00,2160.00,0.00,14.4,0.0,0.0,0.20,53,0,97
2024-05-25T04:45,11.1,0.20,0.00,2140.00,0.00,14.7,0.0,0.0,0.20,53,1,97
2024-05-25T05:00,11.1,0.20,0.00,2120.00,0.00,15.1,0.0,0.0,0.20,53,1,98
2024-05-25T05:15,11.1,0.10,0.00,2090.00,0.00,15.6,14.5,13.7,0.10,51,1,98
2024-05-25T05:30,11.1,0.10,0.00,2050.00,0.00,16.2,22.9,26.8,0.10,51,1,98
2024-05-25T05:45,11.2,0.10,0.00,2020.00,0.00,16.8,16.6,19.2,0.10,51,1,98
2024-05-25T06:00,11.3,0.10,0.00,1980.00,0.00,17.2,19.0,21.3,0.10,51,1,97
2024-05-25T06:15,11.5,0.00,0.00,1990.00,0.00,17.5,15.3,16.8,0.00,3,1,96
2024-05-25T06:30,11.7,0.00,0.00,2000.00,0.00,17.7,8.5,9.2,0.00,3,1,95
2024-05-25T06:45,11.9,0.00,0.00,2010.00,0.00,18.0,7.3,7.8,0.00,3,1,93
2024-05-25T07:00,12.1,0.00,0.00,2020.00,0.00,18.3,3.2,3.4,0.00,3,1,92
2024-05-25T07:15,12.2,0.00,0.00,2040.00,0.00,18.8,0.0,0.0,0.00,3,1,91
2024-05-25T07:30,12.4,0.00,0.00,2070.00,0.00,19.7,0.0,0.0,0.00,3,1,91
2024-05-25T07:45,12.4,0.00,0.00,2090.00,0.00,20.4,2.3,2.5,0.00,3,1,91
2024-05-25T08:00,12.6,0.00,0.00,2110.00,0.00,21.0,8.6,9.0,0.00,3,1,90
2024-05-25T08:15,12.8,0.10,0.00,2080.00,0.00,21.4,16.0,16.6,0.10,51,1,89
2024-05-25T08:30,13.1,0.10,0.00,2050.00,0.00,21.9,22.5,23.2,0.10,51,1,87
2024-05-25T08:45,13.4,0.10,0.00,2020.00,0.00,22.1,22.9,23.5,0.10,51,1,86
2024-05-25T09:00,13.7,0.10,0.00,1990.00,0.00,22.0,20.0,20.5,0.10,51,1,85
2024-05-25T09:15,13.8,0.30,0.00,1990.00,0.00,21.1,12.6,12.9,0.30,55,1,86
2024-05-25T09:30,13.7,0.30,0.00,2000.00,0.00,19.6,9.1,9.3,0.30,55,1,88
2024-05-25T09:45,13.7,0.30,0.00,2000.00,0.00,18.0,10.1,10.3,0.30,55,1,90
2024-05-25T10:00,13.8,0.30,0.00,2000.00,0.00,16.9,12.5,12.8,0.30,55,1,91
2024-05-25T10:15,14.0,0.10,0.00,2030.00,0.00,16.4,17.5,17.8,0.10,51,1,89
2024-05-25T10:30,14.3,0.10,0.00,2050.00,0.00,16.1,27.4,27.8,0.10,51,1,87
2024-05-25T10:45,14.7,0.10,0.00,2080.00,0.00,16.1,39.4,39.9,0.10,51,1,84
2024-05-25T11:00,15.1,0.10,0.00,2100.00,0.00,15.9,46.0,46.5,0.10,51,1,82
2024-05-25T11:15,15.4,0.00,0.00,2080.00,0.00,15.7,58.5,59.0,0.00,3,1,80
2024-05-25T11:30,15.7,0.00,0.00,2070.00,241.86,15.5,92.2,92.9,0.00,3,1,77
2024-05-25T11:45,16.0,0.00,0.00,2050.00,808.47,15.5,167.8,168.8,0.00,3,1,75
2024-05-25T12:00,16.4,0.00,0.00,2030.00,900.00,15.5,307.5,308.8,0.00,3,1,73
2024-05-25T12:15,16.8,0.10,0.00,2030.00,900.00,15.8,459.4,460.7,0.10,51,1,70
2024-05-25T12:30,17.2,0.10,0.00,2030.00,900.00,16.4,564.5,565.3,0.10,51,1,68
2024-05-25T12:45,17.6,0.10,0.00,2030.00,900.00,16.8,562.3,562.3,0.10,51,1,67
2024-05-25T13:00,17.9,0.10,0.00,2030.00,900.00,17.1,453.3,452.6,0.10,51,1,66
2024-05-25T13:15,17.9,0.00,0.00,1950.00,900.00,16.7,296.4,295.6,0.00,3,1,65
2024-05-25T13:30,17.5,0.00,0.00,1860.00,721.72,15.8,156.2,155.5,0.00,3,1,66
2024-05-25T13:45,17.2,0.00,0.00,1780.00,194.62,14.8,85.9,85.4,0.00,3,1,67
2024-05-25T14:00,17.1,0.00,0.00,1690.00,32.99,14.1,64.4,63.9,0.00,3,1,67
2024-05-25T14:15,17.1,0.00,0.00,1660.00,49.80,13.6,66.6,66.0,0.00,3,1,67
2024-05-25T14:30,17.2,0.00,0.00,1630.00,87.18,13.1,71.6,70.9,0.00,3,1,66
2024-05-25T14:45,17.4,0.00,0.00,1590.00,14.03,12.5,61.9,61.1,0.00,3,1,66
2024-05-25T15:00,17.5,0.00,0.00,1560.00,0.00,12.0,44.0,43.4,0.00,3,1,65
2024-05-25T15:15,17.7,0.00,0.00,1680.00,0.00,11.3,26.7,26.3,0.00,3,1,64
2024-05-25T15:30,17.9,0.00,0.00,1800.00,0.00,10.7,17.9,17.6,0.00,3,1,62
2024-05-25T15:45,18.0,0.00,0.00,1920.00,0.00,9.8,25.7,25.2,0.00,3,1,61
2024-05-25T16:00,18.2,0.00,0.00,2040.00,0.00,9.3,46.1,45.1,0.00,3,1,60
2024-05-25T16:15,18.4,0.00,0.00,2030.00,122.15,9.0,76.3,74.5,0.00,3,1,59
2024-05-25T16:30,18.5,0.00,0.00,2020.00,384.37,8.7,111.2,108.3,0.00,3,1,58
2024-05-25T16:45,18.5,0.00,0.00,2000.00,677.44,8.4,150.3,146.0,0.00,3,1,57
2024-05-25T17:00,18.6,0.00,0.00,1990.00,900.00,8.2,201.8,195.4,0.00,3,1,56
2024-05-25T17:15,18.8,0.00,0.00,1980.00,900.00,8.2,256.8,247.9,0.00,3,1,55
2024-05-25T17:30,18.8,0.00,0.00,1970.00,900.00,8.5,301.6,290.0,0.00,3,1,54
2024-05-25T17:45,18.9,0.00,0.00,1950.00,900.00,8.4,320.0,306.4,0.00,3,1,54
2024-05-25T18:00,18.8,0.00,0.00,1940.00,900.00,8.0,317.5,302.5,0.00,2,1,55
2024-05-25T18:15,18.7,0.00,0.00,1940.00,900.00,6.7,301.0,285.1,0.00,2,1,56
2024-05-25T18:30,18.5,0.00,0.00,1940.00,900.00,5.4,287.2,270.1,0.00,1,1,59
2024-05-25T18:45,18.2,0.00,0.00,1940.00,900.00,4.7,283.8,264.7,0.00,1,1,62
2024-05-25T19:00,17.9,0.00,0.00,1940.00,900.00,4.9,291.6,268.9,0.00,0,1,66
2024-05-25T19:15,17.5,0.00,0.00,1910.00,900.00,5.4,302.1,274.4,0.00,0,1,69
2024-05-25T19:30,16.9,0.00,0.00,1880.00,900.00,6.1,299.1,266.0,0.00,0,1,73
2024-05-25T19:45,16.4,0.00,0.00,1840.00,900.00,6.8,270.8,232.9,0.00,0,1,76
2024-05-25T20:00,15.8,0.00,0.00,1810.00,900.00,7.3,208.3,168.8,0.00,0,1,79
2024-05-25T20:15,15.2,0.00,0.00,1850.00,63.68,7.4,119.6,66.9,0.00,0,1,82
2024-05-25T20:30,14.7,0.00,0.00,1900.00,0.00,7.3,34.9,4.5,0.00,1,1,84
2024-05-25T20:45,14.2,0.00,0.00,1940.00,0.00,7.1,0.0,0.0,0.00,1,0,85
2024-05-25T21:00,13.8,0.00,0.00,1980.00,0.00,7.0,0.0,0.0,0.00,1,0,86
2024-05-25T21:15,13.5,0.00,0.00,1970.00,0.00,7.0,0.0,0.0,0.00,1,0,87
2024-05-25T21:30,13.3,0.00,0.00,1950.00,0.00,7.0,0.0,0.0,0.00,0,0,87
2024-05-25T21:45,13.1,0.00,0.00,1940.00,0.00,7.1,0.0,0.0,0.00,0,0,87
2024-05-25T22:00,12.9,0.00,0.00,1920.00,0.00,7.1,0.0,0.0,0.00,0,0,87
2024-05-25T22:15,12.7,0.00,0.00,1910.00,0.00,7.2,0.0,0.0,0.00,1,0,88
2024-05-25T22:30,12.4,0.00,0.00,1900.00,0.00,7.5,0.0,0.0,0.00,2,0,88
2024-05-25T22:45,12.1,0.00,0.00,1880.00,0.00,7.9,0.0,0.0,0.00,3,0,89
2024-05-25T23:00,12.0,0.00,0.00,1870.00,0.00,8.5,0.0,0.0,0.00,3,0,89
2024-05-25T23:15,12.0,0.00,0.00,1870.00,0.00,9.1,0.0,0.0,0.00,3,0,88
2024-05-25T23:30,12.1,0.00,0.00,1870.00,0.00,9.8,0.0,0.0,0.00,3,0,86
2024-05-25T23:45,12.2,0.00,0.00,1870.00,0.00,10.3,0.0,0.0,0.00,3,0,84
2024-05-26T00:00,12.4,0.00,0.00,1870.00,0.00,10.7,0.0,0.0,0.00,3,0,82
2024-05-26T00:15,12.6,0.00,0.00,1870.00,0.00,11.0,0.0,0.0,0.00,3,0,81
2024-05-26T00:30,12.7,0.00,0.00,1870.00,0.00,11.1,0.0,0.0,0.00,3,0,80
2024-05-26T00:45,12.9,0.00,0.00,1860.00,0.00,11.4,0.0,0.0,0.00,3,0,79
2024-05-26T01:00,12.9,0.00,0.00,1860.00,0.00,11.5,0.0,0.0,0.00,3,0,79
2024-05-26T01:15,12.9,0.00,0.00,1910.00,0.00,11.6,0.0,0.0,0.00,3,0,80
2024-05-26T01:30,12.9,0.00,0.00,1950.00,0.00,11.8,0.0,0.0,0.00,3,0,81
2024-05-26T01:45,12.8,0.00,0.00,2000.00,0.00,12.1,0.0,0.0,0.00,2,0,83
2024-05-26T02:00,12.7,0.00,0.00,2040.00,0.00,12.2,0.0,0.0,0.00,2,0,85
2024-05-26T02:15,12.6,0.00,0.00,2030.00,0.00,12.1,0.0,0.0,0.00,2,0,86
2024-05-26T02:30,12.6,0.00,0.00,2030.00,0.00,12.0,0.0,0.0,0.00,3,0,86
2024-05-26T02:45,12.5,0.00,0.00,2020.00,0.00,11.7,0.0,0.0,0.00,3,0,86
2024-05-26T03:00,12.4,0.00,0.00,2010.00,0.00,11.7,0.0,0.0,0.00,3,0,87
2024-05-26T03:15,12.5,0.00,0.00,1990.00,0.00,11.8,0.0,0.0,0.00,3,0,86
2024-05-26T03:30,12.6,0.00,0.00,1970.00,0.00,12.1,0.0,0.0,0.00,3,0,86
2024-05-26T03:45,12.6,0.00,0.00,1940.00,0.00,12.2,0.0,0.0,0.00,3,0,86
2024-05-26T04:00,12.7,0.00,0.00,1920.00,0.00,12.5,0.0,0.0,0.00,3,0,85
2024-05-26T04:15,12.7,0.00,0.00,1930.00,0.00,12.6,0.0,0.0,0.00,3,0,85
2024-05-26T04:30,12.7,0.00,0.00,1930.00,0.00,12.9,0.0,0.0,0.00,3,0,85
2024-05-26T04:45,12.8,0.00,0.00,1940.00,0.00,13.1,0.0,0.0,0.00,3,1,84
2024-05-26T05:00,12.8,0.00,0.00,1940.00,0.00,13.3,19.1,11.8,0.00,3,1,84
2024-05-26T05:15,12.9,0.00,0.00,1920.00,0.00,13.4,56.9,55.0,0.00,3,1,83
2024-05-26T05:30,13.1,0.00,0.00,1900.00,345.24,13.7,113.2,133.4,0.00,3,1,82
2024-05-26T05:45,13.4,0.00,0.00,1880.00,528.20,13.7,130.4,150.2,0.00,3,1,82
2024-05-26T06:00,13.6,0.00,0.00,1860.00,440.06,13.9,118.7,132.7,0.00,3,1,81
2024-05-26T06:15,13.9,0.00,0.00,1920.00,345.30,14.0,106.0,116.3,0.00,3,1,80
2024-05-26T06:30,14.3,0.00,0.00,1990.00,184.69,13.8,84.6,91.5,0.00,3,1,79
2024-05-26T06:45,14.6,0.00,0.00,2050.00,68.53,14.0,69.1,74.0,0.00,3,1,79
2024-05-26T07:00,14.9,0.00,0.00,2110.00,0.00,14.0,47.9,50.8,0.00,3,1,79
2024-05-26T07:15,15.0,0.00,0.00,2110.00,0.00,14.4,25.6,27.0,0.00,3,1,79
2024-05-26T07:30,15.1,0.00,0.00,2120.00,0.00,14.9,5.1,5.4,0.00,3,1,79
2024-05-26T07:45,15.1,0.00,0.00,2120.00,0.00,15.3,0.0,0.0,0.00,3,1,79
